GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "12000","Florida",5,SAINC45,130,"..."," Government payments","Thousands of dollars",19284,18490,15000,18183,15486,12548,12875,5440,20750,10311,5777,7043,10992,7493,13281,40728,30128,26119,42532,32034,38323,37155,40786,53085,110680,58588,55778,22842,19044,24882,76859,114119,108101,84503,134876,210915,434876,140713,123455,159396,76699,92998,175096,69139,71090,82580,68912,69136,91819,137238
 "12000","Florida",5,SAINC45,140,"..."," Imputed and miscellaneous income received 1/","Thousands of dollars",20198,20184,21884,24036,30556,33011,33711,34026,35644,54376,47675,52860,52248,70000,62661,60689,64706,53553,75200,94723,88912,102487,102941,93184,96427,99181,117505,123548,132741,133034,171310,144904,187850,203544,189770,214825,201132,265563,222876,251563,157360,495296,322847,553246,335803,435331,349024,395027,949621,488084
 "12000","Florida",5,SAINC45,150,"...","Production expenses","Thousands of dollars",984194,1022883,1041605,1123269,1361349,1568330,1631087,1780951,1901703,2444245,2945446,3087560,3147646,3177390,3172893,3273681,3261266,3108287,3411762,3478445,3761855,3866093,3876732,3768274,4140920,4179844,4462457,4638835,4695327,4834169,4531238,4682696,4914750,4817633,5112038,5219588,5541071,5802670,6793725,7131732,6336713,6515439,6786158,6676839,6841209,7133329,6257204,6484108,6233367,6389013
 "12000","Florida",5,SAINC45,160,"..."," Feed purchased","Thousands of dollars",133610,152737,157496,159969,256330,307407,256751,275675,276399,341674,450977,484911,441937,349630,393793,345308,311415,323006,314602,348734,358073,320551,277557,270871,293359,288345,303016,325014,302076,301670,331277,333872,348959,414690,420000,410000,410000,420000,460000,500000,420000,480000,650000,540000,650000,520000,410000,440000,520000,555983
 "12000","Florida",5,SAINC45,170,"..."," Livestock purchased","Thousands of dollars",88609,86497,85354,92934,123019,101193,99312,111173,120475,159254,222952,184490,151109,165017,146086,140349,135645,122895,148405,140691,139007,152068,147956,131497,164550,159653,137966,116112,145770,147267,164187,171947,161670,147080,154241,187632,177807,211721,175186,200339,157851,161278,177405,163843,170126,208940,180281,145713,104044,105124
 "12000","Florida",5,SAINC45,180,"..."," Seed purchased","Thousands of dollars",17463,18238,19632,20832,22722,27534,33415,43203,60548,69756,69986,70196,66846,54700,53336,75874,78170,87884,98256,131291,152035,166532,200489,184386,196366,199589,215680,253980,269321,278128,253144,240875,261452,339071,370000,340000,400000,410000,380000,420000,400000,410000,330000,390000,420000,470000,490000,480000,500000,489247
 "12000","Florida",5,SAINC45,190,"..."," Fertilizer and lime (incl. ag. chemicals 1978-fwd.)","Thousands of dollars",150263,151992,152353,166785,186937,249990,265525,263939,254398,285185,349412,400407,421156,394636,385102,423485,375500,376588,427496,439658,510005,534260,609615,577709,639827,615704,661985,697525,745595,690166,621796,581797,575165,510511,600000,600000,610000,620000,850000,800000,850000,710000,870000,930000,930000,1060000,840000,910000,885000,882010
 "12000","Florida",5,SAINC45,200,"..."," Petroleum products purchased","Thousands of dollars",30034,30167,30120,29645,32522,45788,55207,68211,78183,85216,102182,139874,150177,133003,128330,134043,122706,104611,100802,100179,102217,126884,125857,111558,110584,100932,109660,122119,131741,114391,114738,140789,131118,140779,140609,142471,203202,215180,270125,324133,290805,259521,278722,272229,307662,313364,217889,302482,218885,257498
 "12000","Florida",5,SAINC45,210,"..."," Hired farm labor expenses 2/","Thousands of dollars",302802,313512,308461,330282,381936,390819,413990,462050,501700,648689,707273,728885,710029,801362,768897,855897,937031,837568,912047,939253,1015379,1143424,1089497,1052722,1153993,1167274,1322537,1384102,1352604,1469604,1310055,1483830,1743105,1554247,1578560,1648408,1604956,1728752,1953108,2114997,1816096,1816105,1756656,1831987,1839484,1926499,1737709,1787298,1572797,1753037
 "12000","Florida",5,SAINC45,220,"..."," All other production expenses 3/","Thousands of dollars",261413,269740,288189,322822,357883,445599,506887,556700,610000,854471,1042664,1078797,1206392,1279042,1297349,1298725,1300799,1255735,1410154,1378639,1485139,1422374,1425761,1439531,1582241,1648347,1711613,1739983,1748220,1832943,1736041,1729586,1693281,1711255,1848628,1891077,2135106,2197017,2705306,2772263,2401961,2678535,2723375,2548780,2523937,2634526,2381325,2418615,2432641,2346114
 "12000","Florida",5,SAINC45,240,"...","Value of inventory change","Thousands of dollars",8423,898,24253,8393,72215,95672,677,-9176,-97957,-28297,60222,56691,-58406,33448,-68877,-43166,-27226,4059,-73625,-11545,-20484,-12230,40706,37257,16575,36919,-58162,4916,-35112,-27258,385,-18765,-4680,-17878,41013,-79330,-62378,49537,53392,-119300,-9101,-52617,7967,-12050,-68339,-119,-44789,-30467,-152044,28190
 "12000","Florida",5,SAINC45,250,"..."," Value of inventory change: livestock","Thousands of dollars",10055,7906,12043,14592,69912,101678,-6172,-14261,-85963,-42827,56787,70984,-56231,28890,-46023,-52044,-25503,6041,-68438,-31555,-12368,-10739,28153,2886,30929,25276,-19002,-19204,-35185,-20201,-1555,-18030,-13481,-20770,-6764,-24235,-24470,43982,-17552,-10607,13539,-67325,68401,-12571,-31281,15033,1499,21663,-80088,51258
 "12000","Florida",5,SAINC45,260,"..."," Value of inventory change: crops","Thousands of dollars",-1632,-7008,12210,-6199,2303,-6006,6849,5085,-11994,14530,3435,-14293,-2175,4558,-22854,8878,-1723,-1982,-5187,20010,-8116,-1491,7349,8593,-7048,3537,-5368,19619,-3421,-10810,11307,-5791,13493,-7183,-815,-672,933,3325,4125,13863,-19120,-25278,30243,-51986,-6564,-91542,-57921,-48092,-87261,-22660
