GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "16000","Idaho",7,SAINC51,52,"...","Population (persons) 1/","Number of persons",551000,570000,590000,589000,587000,596000,600000,618000,628000,642000,646000,657000,671000,684000,692000,683000,680000,686000,689000,688000,695000,707000,717255,738749,763229,782061,807973,831981,856979,883446,910962,932636,947983,962204,973719,981866,990841,994052,990222,984997,985661,994422,1012384,1041316,1071685,1108768,1145140,1177322,1203083,1228520,1252330,1275674,1299430,1319962,1340372,1363380,1391802,1428241,1468669,1505105,1534320,1554439,1570773,1583828,1595441,1611530,1631479,1651523,1682930,1718904,1754208
 "16000","Idaho",7,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1261,1212,1270,1405,1534,1463,1481,1523,1623,1701,1705,1771,1762,1841,1949,2013,2117,2392,2401,2547,2682,3030,3336,3541,3938,4408,4983,5288,5719,6048,6722,7161,7924,8508,8928,9755,10324,10851,11172,11709,12640,13637,14407,14748,15673,16641,17244,18013,18687,19009,20200,20973,22111,22741,23763,24336,25701,26270,27972,29033,29380,28699,29411,30567,32090,32797,34318,35928,36535,37833,39587
 "17000","Illinois",3,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",13932.9,13331.4,14625.9,15810.7,16440.1,17626.8,18009.7,19301.3,20780.7,21692.8,22051.2,23400.9,23980.1,25017.0,26344.6,27487.0,29792.7,32244.1,34675.3,36757.3,38947.3,41562.0,44406.4,48424.8,51874.0,58239.2,63376.0,70126.6,75454.5,82715.8,90990.6,99077.1,107569.5,119108.6,128286.2,134404.8,149029.7,155993.3,164330.8,172086.1,186788.7,198073.3,210317.6,215937.9,234721.3,242230.2,254164.1,269178.8,284721.6,298856.4,315110.9,328284.8,353080.4,368821.1,381439.9,392826.0,409469.1,422214.5,447364.9,469885.7,482307.6,473754.0,485379.6,500918.3,522464.4,530138.3,556545.0,576412.7,586413.1,602110.3,635650.9
 "17000","Illinois",3,SAINC51,52,"...","Population (persons) 1/","Number of persons",8552000,8670000,8738000,8790000,8956000,9065000,9252000,9435000,9530000,9668000,9886000,9986000,10086000,10130000,10280000,10402000,10580000,10693000,10836000,10947000,10995000,11039000,11124681,11205816,11258111,11260248,11273745,11306351,11360274,11406312,11434421,11422782,11434702,11443461,11423413,11408817,11412128,11399803,11387256,11391176,11390186,11409782,11453316,11568964,11694184,11809579,11912585,12008437,12101997,12185715,12271847,12359020,12434161,12488445,12525556,12556006,12589773,12609903,12643955,12695866,12747038,12796778,12840762,12867291,12884119,12898269,12888962,12864342,12826895,12786196,12741080
 "17000","Illinois",3,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1629,1538,1674,1799,1836,1944,1947,2046,2181,2244,2231,2343,2378,2470,2563,2642,2816,3015,3200,3358,3542,3765,3992,4321,4608,5172,5622,6202,6642,7252,7958,8674,9407,10408,11230,11781,13059,13684,14431,15107,16399,17360,18363,18665,20072,20511,21336,22416,23527,24525,25678,26562,28396,29533,30453,31286,32524,33483,35382,37011,37837,37021,37800,38930,40551,41102,43180,44807,45717,47091,49890
 "18000","Indiana",3,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",5163.1,4958.8,5604.5,6361.5,6622.1,7293.9,6979.5,7504.6,8058.0,8303.2,8397.3,8887.5,9281.5,9625.2,10244.1,10697.3,11499.5,12689.0,13570.2,14178.5,15284.5,16668.2,17571.4,19323.0,20920.3,24229.1,25511.5,28064.2,30845.8,34024.4,37787.2,41434.1,44893.5,49015.6,51234.4,54110.3,60312.5,63461.3,67018.2,70846.4,75919.3,82286.2,86910.6,89838.2,97659.6,102679.8,108646.5,113406.8,119493.1,125170.3,134821.7,140672.7,150740.3,154211.3,158957.1,164203.3,172659.9,177293.2,187046.8,192466.4,201971.8,201165.4,209579.7,221305.7,233053.5,234299.3,244051.2,252401.6,259691.8,269449.9,283623.0
 "18000","Indiana",3,SAINC51,52,"...","Population (persons) 1/","Number of persons",3877000,3958000,3967000,4096000,4148000,4182000,4264000,4363000,4458000,4529000,4583000,4613000,4674000,4730000,4736000,4799000,4856000,4922000,4999000,5053000,5093000,5143000,5203700,5249921,5296129,5329122,5349886,5351080,5371552,5405075,5446403,5474909,5490721,5480440,5467918,5450396,5458322,5459214,5454103,5473023,5491733,5523679,5557798,5616388,5674547,5739019,5793526,5851459,5906013,5955267,5998880,6044969,6091866,6127760,6155967,6196638,6233007,6278616,6332669,6379599,6424806,6459325,6490436,6516045,6537640,6568367,6593533,6608296,6633344,6660082,6691878
 "18000","Indiana",3,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1332,1253,1413,1553,1596,1744,1637,1720,1808,1833,1832,1927,1986,2035,2163,2229,2368,2578,2715,2806,3001,3241,3377,3681,3950,4547,4769,5245,5742,6295,6938,7568,8176,8944,9370,9928,11050,11625,12288,12945,13824,14897,15638,15996,17210,17892,18753,19381,20232,21018,22474,23271,24745,25166,25822,26499,27701,28238,29537,30169,31436,31143,32291,33963,35648,35671,37014,38195,39149,40457,42383
 "19000","Iowa",4,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",3850.2,3266.4,3778.1,3962.5,4187.8,3991.4,4386.8,4167.6,4411.5,4893.3,4950.4,5087.8,5170.0,5502.4,5737.5,6103.3,6441.7,7118.4,7669.5,7792.3,8335.7,9163.0,9881.0,10484.4,11555.0,13978.6,14109.1,16027.4,16884.4,18638.2,21563.2,22873.8,24303.1,27527.8,28569.3,29345.7,33204.6,34342.8,35562.8,36923.1,38080.7,41305.8,43388.2,44475.0,47949.2,47997.5,52482.4,54490.5,59426.2,61729.7,64642.8,66420.1,71163.7,73336.6,76422.0,78622.3,85407.4,87496.5,92421.6,98273.0,104253.8,102893.6,105936.2,113330.6,118924.3,120529.0,124949.1,128944.8,129847.6,132987.8,141917.0
 "19000","Iowa",4,SAINC51,52,"...","Population (persons) 1/","Number of persons",2543000,2578000,2625000,2617000,2626000,2629000,2626000,2679000,2703000,2716000,2708000,2729000,2756000,2756000,2750000,2747000,2746000,2742000,2762000,2793000,2803000,2805000,2828534,2851828,2860506,2864031,2867941,2881425,2903770,2914308,2919008,2916803,2914018,2907985,2888190,2870547,2858615,2829684,2791969,2767006,2768393,2770590,2781018,2797613,2818401,2836972,2850746,2867373,2880000,2891119,2902872,2917634,2929067,2931997,2934234,2941999,2953635,2964454,2982644,2999212,3016734,3032870,3050767,3066054,3076097,3093078,3109504,3121460,3131785,3143637,3156145
 "19000","Iowa",4,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1514,1267,1439,1514,1595,1518,1671,1556,1632,1802,1828,1864,1876,1997,2086,2222,2346,2596,2777,2790,2974,3267,3493,3676,4039,4881,4920,5562,5815,6395,7387,7842,8340,9466,9892,10223,11616,12137,12738,13344,13756,14909,15602,15897,17013,16919,18410,19004,20634,21351,22269,22765,24296,25013,26045,26724,28916,29515,30986,32766,34559,33926,34724,36963,38661,38967,40183,41309,41461,42304,44965
 "20000","Kansas",4,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",2330.9,2344.2,2634.2,2876.3,3323.2,3190.4,3420.8,3431.2,3614.7,3808.9,4171.2,4214.9,4346.6,4543.7,4707.9,4794.1,5147.2,5484.2,5793.5,6053.1,6532.8,7214.2,7889.1,8685.4,9591.5,10901.5,11653.0,12887.6,13980.8,15151.6,16706.1,18890.4,20729.5,23266.2,25337.8,26929.4,29851.4,31269.6,33048.6,34287.7,36131.0,38001.5,40489.2,42021.3,45507.7,47511.7,49571.3,51423.9,54547.8,57510.0,60955.4,62951.6,66256.0,68715.4,70701.4,73461.2,75691.6,79283.8,87087.3,92969.1,101659.3,100792.2,102538.3,110258.5,117542.8,119305.3,122032.8,123621.5,124123.8,126983.8,134096.1
 "20000","Kansas",4,SAINC51,52,"...","Population (persons) 1/","Number of persons",1892000,1925000,1916000,1950000,1977000,1994000,2042000,2093000,2119000,2128000,2142000,2160000,2183000,2215000,2231000,2217000,2209000,2206000,2200000,2197000,2216000,2236000,2247823,2246132,2255525,2264369,2267881,2278621,2298645,2317836,2332815,2347370,2369039,2384853,2401207,2415529,2424088,2427401,2432614,2445367,2461995,2472838,2481349,2498722,2532394,2556547,2580513,2601007,2614554,2635292,2660598,2678338,2693681,2702162,2713535,2723004,2734373,2745299,2762931,2783785,2808076,2832704,2858213,2869035,2885361,2893510,2900896,2909502,2911263,2910689,2911505
 "20000","Kansas",4,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1232,1218,1375,1475,1681,1600,1675,1639,1706,1790,1947,1951,1991,2051,2110,2162,2330,2486,2633,2755,2948,3226,3510,3867,4252,4814,5138,5656,6082,6537,7161,8047,8750,9756,10552,11148,12314,12882,13586,14021,14675,15368,16317,16817,17970,18584,19210,19771,20863,21823,22910,23504,24597,25430,26055,26978,27682,28880,31520,33397,36202,35582,35875,38431,40738,41232,42067,42489,42636,43627,46057
 "21000","Kentucky",5,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",2631.2,2520.2,2736.5,3171.0,3320.3,3489.3,3464.4,3621.7,3812.1,3956.8,4191.0,4407.0,4543.0,4864.8,5128.5,5401.1,5668.0,6131.3,6631.9,7212.6,7808.4,8534.3,9355.1,10276.4,11213.6,12744.1,14082.8,15669.4,17434.9,19394.2,21530.9,24161.4,26413.9,29220.7,31216.5,32611.5,36785.1,38181.8,39253.4,41261.8,45067.0,48115.4,50933.2,54052.1,58266.1,60492.6,63425.9,66223.1,70089.4,74030.6,78204.6,81603.5,88341.4,91224.7,95003.4,98408.0,104809.4,109234.9,115535.2,120025.6,125417.1,126573.4,131145.2,136582.7,141998.5,142191.3,149001.4,154578.3,156940.4,162960.4,170135.9
 "21000","Kentucky",5,SAINC51,52,"...","Population (persons) 1/","Number of persons",2817000,2849000,2936000,2941000,2920000,2903000,2902000,2910000,2898000,2928000,2961000,2999000,3041000,3054000,3079000,3096000,3129000,3140000,3147000,3172000,3195000,3198000,3230587,3298262,3336106,3371573,3417039,3468755,3530443,3575001,3611382,3643655,3664221,3670395,3683449,3694469,3695459,3694816,3687805,3683330,3680002,3677318,3694048,3722328,3765469,3812206,3849088,3887427,3919535,3952747,3985390,4018053,4049021,4068132,4089875,4117170,4146101,4182742,4219239,4256672,4289878,4317074,4348200,4369488,4386381,4404817,4414483,4425999,4438229,4453874,4468402
 "21000","Kentucky",5,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",934,885,932,1078,1137,1202,1194,1245,1315,1351,1415,1470,1494,1593,1666,1745,1811,1953,2107,2274,2444,2669,2896,3116,3361,3780,4121,4517,4938,5425,5962,6631,7209,7961,8475,8827,9954,10334,10644,11202,12246,13084,13788,14521,15474,15868,16478,17035,17882,18729,19623,20309,21818,22424,23229,23902,25279,26116,27383,28197,29236,29319,30161,31258,32373,32281,33753,34925,35361,36588,38075
 "22000","Louisiana",5,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",2446.0,2662.8,2854.3,3143.4,3375.5,3586.8,3607.6,3825.8,4226.1,4673.1,4825.6,4982.3,5104.9,5310.6,5608.9,5951.4,6427.2,6970.7,7598.2,8358.5,9083.9,9609.0,10560.5,11528.2,12525.9,14024.3,15797.7,17984.7,20062.2,22337.0,25363.0,28544.4,32717.7,37414.7,40910.9,43221.7,46200.5,48058.4,48752.2,48882.6,51755.8,54528.4,58575.0,61900.4,66612.7,69812.7,74267.3,77757.0,80440.1,84073.8,88240.6,90762.4,95824.8,102384.4,107115.9,111323.3,116517.1,125107.1,130487.7,141655.8,150819.8,150563.2,157707.0,162328.9,170166.2,171350.8,179500.9,182411.9,181264.1,185798.2,195977.6
 "22000","Louisiana",5,SAINC51,52,"...","Population (persons) 1/","Number of persons",2596000,2634000,2697000,2769000,2842000,2866000,2883000,2946000,3032000,3115000,3155000,3208000,3260000,3287000,3345000,3377000,3446000,3496000,3550000,3581000,3603000,3619000,3650209,3710666,3761967,3788840,3820720,3886963,3951636,4015582,4073288,4139316,4223101,4283297,4352609,4395311,4400474,4408113,4406922,4344151,4288859,4252896,4221532,4253279,4293003,4316428,4347481,4378779,4398877,4421071,4440344,4460811,4471885,4477875,4497267,4521042,4552238,4576628,4302665,4375581,4435586,4491648,4544532,4575184,4600814,4624577,4644204,4664851,4678215,4670818,4659978
 "22000","Louisiana",5,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",942,1011,1058,1135,1188,1252,1251,1299,1394,1500,1530,1553,1566,1616,1677,1762,1865,1994,2140,2334,2521,2655,2893,3107,3330,3701,4135,4627,5077,5563,6227,6896,7747,8735,9399,9834,10499,10902,11063,11253,12068,12821,13875,14554,15517,16174,17083,17758,18287,19017,19872,20347,21428,22865,23818,24623,25596,27336,30327,32374,34002,33521,34703,35480,36986,37052,38651,39103,38746,39779,42055
 "23000","Maine",1,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",1039.5,1030.6,1057.2,1149.6,1236.7,1250.0,1291.0,1424.8,1487.4,1544.9,1617.5,1693.8,1779.4,1803.0,1866.4,1938.6,2110.2,2279.1,2417.9,2525.0,2657.1,2889.9,3214.6,3504.5,3818.6,4252.7,4729.9,5168.0,5865.4,6381.6,7007.8,7728.6,8654.6,9470.9,10229.8,11159.9,12390.2,13324.4,14344.8,15407.4,17034.9,18592.5,19410.6,19888.6,20948.3,21659.3,22468.9,23451.3,24626.0,25791.5,27389.9,28800.0,30775.1,32574.6,34398.5,36463.1,38435.3,39067.3,40954.1,42311.8,44128.2,45025.1,45970.3,47428.2,48460.6,47929.2,50102.3,51894.5,53281.8,55543.0,58767.6
 "23000","Maine",1,SAINC51,52,"...","Population (persons) 1/","Number of persons",878000,903000,917000,916000,915000,913000,927000,934000,938000,943000,944000,957000,975000,995000,994000,993000,993000,997000,999000,1004000,994000,992000,996784,1015677,1034817,1046420,1060050,1073280,1089960,1105369,1115457,1124927,1126860,1133033,1136683,1144772,1155634,1162935,1170126,1184577,1203840,1219961,1231719,1237081,1238508,1242302,1242662,1243480,1249060,1254774,1259127,1266808,1277072,1285692,1295960,1306513,1313688,1318787,1323619,1327040,1330509,1329590,1327632,1328150,1327691,1328196,1330760,1328484,1331370,1335063,1338404
 "23000","Maine",1,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1184,1141,1153,1255,1352,1369,1393,1526,1586,1638,1713,1770,1825,1812,1878,1952,2125,2286,2420,2515,2673,2913,3225,3450,3690,4064,4462,4815,5381,5773,6282,6870,7680,8359,9000,9749,10722,11458,12259,13007,14150,15240,15759,16077,16914,17435,18081,18859,19716,20555,21753,22734,24098,25336,26543,27909,29258,29624,30941,31884,33166,33864,34626,35710,36500,36086,37649,39063,40020,41603,43909
 "24000","Maryland",2,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",3160.7,3248.0,3628.1,4052.5,4412.0,4753.9,4873.2,5226.8,5662.1,6048.9,6173.3,6469.2,6780.6,7262.6,7756.2,8280.3,9156.6,9943.2,10810.6,11742.5,12627.7,14475.3,16403.9,18340.0,19808.9,21952.6,23763.8,26149.6,28464.8,30579.1,33901.7,37007.0,41407.0,45626.6,49821.5,54049.2,59858.2,65134.1,70430.4,75084.0,83601.7,89559.1,95205.8,99436.5,104898.4,108966.1,113774.2,118319.0,123217.0,128093.3,139273.4,147788.3,160502.4,169485.7,180244.0,190326.1,203851.4,213267.5,223630.3,230962.1,243287.4,247561.6,256557.2,268309.3,276770.2,272841.9,282728.4,295926.7,306786.1,314951.0,333124.8
 "24000","Maryland",2,SAINC51,52,"...","Population (persons) 1/","Number of persons",2271000,2329000,2355000,2441000,2500000,2567000,2685000,2742000,2811000,2873000,2982000,3066000,3113000,3176000,3263000,3386000,3492000,3600000,3695000,3757000,3815000,3868000,3938051,4022507,4081121,4109038,4133341,4157208,4172132,4194639,4211641,4223398,4227643,4261905,4282923,4313329,4365246,4413072,4486956,4565558,4657903,4727303,4799770,4867641,4923368,4971889,5023060,5070033,5111986,5157328,5204464,5254509,5311034,5374691,5440389,5496269,5546935,5592379,5627367,5653408,5684965,5730388,5788642,5838991,5887072,5923704,5958165,5986717,6004692,6024891,6042718
 "24000","Maryland",2,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1392,1395,1541,1660,1765,1852,1815,1906,2014,2105,2070,2110,2178,2287,2377,2445,2622,2762,2926,3125,3310,3742,4165,4559,4854,5343,5749,6290,6823,7290,8050,8762,9794,10706,11633,12531,13712,14759,15697,16446,17948,18945,19835,20428,21306,21916,22650,23337,24104,24837,26760,28126,30221,31534,33131,34628,36750,38135,39740,40854,42795,43202,44321,45951,47013,46059,47452,49431,51091,52275,55128
 "25000","Massachusetts",1,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",6462.2,6487.3,7200.5,7683.4,7878.3,8408.7,8680.9,9142.6,9734.3,10274.8,10507.0,11149.0,11503.1,12183.8,12814.5,13347.0,14481.4,15426.1,16463.3,17845.9,19190.7,20492.0,22478.7,24348.1,25883.0,28321.5,30495.6,33301.5,35558.4,38542.3,42428.4,46808.6,52478.4,58037.2,64364.3,70117.4,79539.2,85422.4,91698.7,98740.0,110191.9,116151.0,119641.0,122300.0,128814.4,133545.3,139805.2,147117.2,154747.3,162936.3,171155.3,181795.2,197960.3,210583.9,218745.6,225708.8,237673.2,245566.6,263295.2,272349.3,285846.8,293245.8,305752.3,315439.7,331217.0,327404.1,343289.5,364419.8,378526.1,396875.7,422043.2
 "25000","Massachusetts",1,SAINC51,52,"...","Population (persons) 1/","Number of persons",4674000,4741000,4686000,4654000,4650000,4806000,4910000,4882000,4891000,4929000,5010000,5117000,5160000,5219000,5263000,5344000,5448000,5502000,5535000,5594000,5618000,5650000,5703706,5738589,5762122,5783809,5776992,5762138,5748868,5744097,5742923,5746188,5746075,5768685,5771222,5799405,5840774,5880734,5902677,5935205,5979983,6015478,6022639,6018470,6028709,6060569,6095241,6141445,6179756,6226058,6271838,6317345,6361104,6397634,6417206,6422565,6412281,6403290,6410084,6431559,6468967,6517613,6566431,6613149,6663158,6713944,6763652,6795891,6826022,6863246,6902149
 "25000","Massachusetts",1,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1383,1368,1537,1651,1694,1750,1768,1873,1990,2085,2097,2179,2229,2335,2435,2498,2658,2804,2974,3190,3416,3627,3941,4243,4492,4897,5279,5779,6185,6710,7388,8146,9133,10061,11153,12090,13618,14526,15535,16636,18427,19309,19865,20321,21367,22035,22937,23955,25041,26170,27289,28777,31120,32916,34087,35143,37065,38350,41075,42346,44187,44993,46563,47699,49709,48765,50755,53624,55453,57826,61147
 "26000","Michigan",3,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",8798.0,8886.5,10058.4,10957.8,11591.8,13077.4,13010.7,14483.4,15020.7,15488.8,15455.9,16272.7,16828.4,17029.4,18090.4,19241.8,21355.6,23591.7,25589.7,26630.5,28910.6,30902.1,32523.8,35721.8,38980.2,43795.6,47091.7,51265.4,56312.4,62710.1,69264.9,75838.1,82355.1,87749.4,92105.0,97784.1,108216.4,116544.7,124101.5,128538.6,137896.0,147872.5,155452.6,159768.4,170386.6,177925.7,190745.0,200956.5,210221.7,220372.7,232162.2,244322.0,261651.4,267774.2,272917.8,282291.7,291726.8,296438.7,302865.6,309651.0,316474.5,308643.0,318583.7,333794.1,347483.8,347251.5,363979.8,383506.6,394571.1,407452.3,429619.3
 "26000","Michigan",3,SAINC51,52,"...","Population (persons) 1/","Number of persons",6213000,6332000,6407000,6497000,6650000,6822000,7066000,7285000,7467000,7569000,7667000,7767000,7834000,7893000,7933000,8058000,8187000,8357000,8512000,8630000,8696000,8781000,8896558,8971835,9024681,9071764,9109374,9107840,9117481,9157247,9201953,9248814,9255553,9209287,9115196,9047764,9049454,9076287,9127774,9187484,9218002,9253298,9311319,9400446,9479065,9540114,9597737,9676211,9758645,9809051,9847942,9897116,9952450,9991120,10015710,10041152,10055315,10051137,10036081,10001284,9946889,9901591,9877535,9881521,9896930,9913349,9930589,9932573,9951890,9976447,9995915
 "26000","Michigan",3,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1416,1403,1570,1687,1743,1917,1841,1988,2012,2046,2016,2095,2148,2158,2280,2388,2608,2823,3006,3086,3325,3519,3656,3982,4319,4828,5170,5629,6176,6848,7527,8200,8898,9528,10105,10808,11958,12841,13596,13991,14959,15981,16695,16996,17975,18650,19874,20768,21542,22466,23575,24686,26290,26801,27249,28113,29012,29493,30178,30961,31816,31171,32253,33780,35110,35029,36652,38611,39648,40841,42979
 "27000","Minnesota",4,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",3816.7,3626.5,4004.0,4350.8,4448.7,4718.1,4927.1,5200.8,5414.2,5745.1,6091.2,6308.4,6671.8,7018.4,7364.1,7839.6,8245.1,9073.2,9770.8,10462.2,11451.1,12517.5,13857.9,14945.3,16004.7,19003.3,20061.1,21872.2,23485.0,26385.6,29452.1,32426.0,36200.3,39986.1,43105.2,45639.8,52330.4,55577.6,58980.3,62376.6,65959.2,71942.5,76131.1,78943.9,84687.6,86992.9,93191.6,98067.8,104570.3,110101.2,119508.2,126631.7,136266.0,142866.5,148594.1,157424.3,168012.8,171176.6,179241.3,188823.5,196562.6,193782.5,201555.3,213330.7,226664.6,225243.6,237825.1,247245.2,253430.6,263623.3,280007.0
 "27000","Minnesota",4,SAINC51,52,"...","Population (persons) 1/","Number of persons",2868000,2935000,2997000,3010000,3030000,3050000,3113000,3172000,3240000,3274000,3313000,3366000,3425000,3470000,3513000,3531000,3558000,3592000,3617000,3659000,3703000,3758000,3815249,3851901,3866878,3885164,3898450,3925793,3956602,3979844,4004676,4038150,4085017,4111733,4131450,4141458,4157704,4184301,4205213,4235136,4296163,4338056,4389857,4440859,4495572,4555954,4610355,4660180,4712827,4763390,4813412,4873481,4933692,4982796,5018935,5053572,5087713,5119598,5163555,5207203,5247018,5281203,5310843,5345668,5376550,5413693,5451522,5482503,5523409,5568155,5611179
 "27000","Minnesota",4,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1331,1236,1336,1445,1468,1547,1583,1640,1671,1755,1839,1874,1948,2023,2096,2220,2317,2526,2701,2859,3092,3331,3632,3880,4139,4891,5146,5571,5936,6630,7354,8030,8862,9725,10433,11020,12586,13282,14026,14728,15353,16584,17342,17777,18838,19094,20214,21044,22188,23114,24828,25984,27619,28672,29607,31151,33023,33436,34713,36262,37462,36693,37952,39907,42158,41606,43625,45097,45883,47345,49902
 "28000","Mississippi",5,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",1580.9,1414.3,1621.7,1769.9,1863.4,1892.9,1840.0,2084.6,2104.8,2130.8,2310.8,2543.6,2562.2,2800.6,2902.5,3185.2,3322.1,3595.2,3888.7,4211.4,4582.9,5060.0,5526.9,6221.5,6989.9,8039.1,8746.9,9636.8,10841.6,12100.5,13324.0,15000.7,16308.9,18190.5,19547.4,20364.9,22359.2,23523.6,24508.7,25840.0,27747.1,29826.9,31372.8,33194.7,35771.4,37978.8,40957.0,43258.7,45769.5,48234.7,51054.5,52735.9,55692.4,58770.9,60712.6,63534.9,67791.2,71821.2,74112.8,78890.2,82072.7,82217.1,84929.5,88690.0,91880.2,93005.7,95034.0,95927.6,97443.9,99459.8,103789.2
 "28000","Mississippi",5,SAINC51,52,"...","Population (persons) 1/","Number of persons",2076000,2085000,2176000,2163000,2152000,2105000,2064000,2060000,2086000,2088000,2086000,2138000,2182000,2206000,2243000,2244000,2241000,2246000,2245000,2228000,2219000,2220000,2221128,2265529,2307291,2349802,2378603,2399924,2430324,2459810,2488033,2507967,2525342,2539032,2556776,2567719,2578053,2588103,2593596,2588545,2580349,2574272,2578897,2598733,2623734,2655100,2688992,2722659,2748085,2777004,2804834,2828408,2848353,2852994,2858681,2868312,2889010,2905943,2904978,2928350,2947806,2958774,2970536,2978470,2983767,2988797,2990623,2988693,2988298,2989663,2986530
 "28000","Mississippi",5,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",761,678,745,818,866,899,891,1012,1009,1021,1108,1190,1174,1270,1294,1419,1482,1601,1732,1890,2065,2279,2488,2746,3029,3421,3677,4015,4461,4919,5355,5981,6458,7164,7645,7931,8673,9089,9450,9982,10753,11587,12165,12773,13634,14304,15231,15888,16655,17369,18202,18645,19552,20600,21238,22151,23465,24715,25512,26940,27842,27788,28591,29777,30793,31118,31777,32097,32608,33268,34752
 "29000","Missouri",4,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",4864.9,4762.5,5248.2,5674.7,5908.2,6265.5,6426.1,6862.2,7229.8,7431.6,7941.2,8392.4,8581.7,8873.4,9314.8,9745.9,10455.4,11291.8,12060.5,12821.4,14097.5,14675.2,16258.8,17711.4,19028.6,21354.6,22670.1,25164.1,27335.7,30281.8,33462.0,37120.8,40290.4,44797.2,47676.3,51962.9,57938.5,61744.9,65078.5,68368.6,72826.7,77747.3,81146.5,85364.6,91089.8,95131.9,100656.1,105807.8,111513.5,117691.7,123163.9,128192.6,136997.0,141370.6,147865.9,155030.9,163956.4,168419.0,177551.4,184997.7,194851.8,196734.8,201215.6,207808.6,218368.9,218005.1,226145.5,232463.8,239969.0,248335.8,261274.9
 "29000","Missouri",4,SAINC51,52,"...","Population (persons) 1/","Number of persons",3844000,3882000,3964000,4015000,3972000,4020000,4066000,4134000,4163000,4189000,4186000,4258000,4326000,4349000,4357000,4392000,4442000,4467000,4523000,4539000,4568000,4640000,4684768,4722703,4753234,4774601,4785391,4795383,4823554,4845042,4871171,4889327,4921966,4932069,4929456,4943735,4975276,5000260,5023055,5056702,5081737,5095844,5128880,5170800,5217101,5271175,5324497,5378247,5431553,5481193,5521765,5561948,5607285,5641142,5674825,5709403,5747741,5790300,5842704,5887612,5923916,5961088,5995976,6009641,6024081,6040658,6056293,6071745,6087203,6108612,6126452
 "29000","Missouri",4,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1266,1227,1324,1413,1487,1559,1580,1660,1737,1774,1897,1971,1984,2040,2138,2219,2354,2528,2666,2825,3086,3163,3471,3750,4003,4473,4737,5248,5667,6250,6869,7592,8186,9083,9672,10511,11645,12348,12956,13520,14331,15257,15821,16509,17460,18048,18904,19673,20531,21472,22305,23048,24432,25061,26056,27154,28525,29086,30389,31422,32892,33003,33558,34579,36249,36090,37341,38286,39422,40653,42647
 "30000","Montana",7,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",814.5,752.5,925.1,993.4,1008.6,1023.1,1021.1,1121.2,1176.9,1224.9,1293.9,1248.2,1312.3,1306.8,1551.7,1533.2,1584.9,1693.1,1807.1,1836.9,1925.2,2068.2,2327.8,2523.7,2892.4,3341.4,3619.2,4019.8,4277.2,4594.0,5415.9,5741.1,6339.2,7232.1,7707.4,8134.4,8634.9,8757.7,9196.6,9367.0,9580.3,10491.6,11047.8,11841.4,12558.5,13607.2,13920.2,14691.3,15354.9,15945.0,17028.7,17333.4,18427.0,19212.2,20113.8,21777.5,23636.2,25230.2,27240.2,29094.9,30752.2,30755.8,32536.7,34487.1,36525.0,36463.5,38158.5,39909.1,40582.0,42586.4,45282.8
