GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "30000","Montana",7,SAINC51,52,"...","Population (persons) 1/","Number of persons",542000,569000,593000,596000,602000,616000,624000,636000,656000,667000,666000,669000,679000,696000,698000,703000,706000,706000,707000,701000,700000,694000,697172,711037,719138,727389,737203,749208,758521,771354,784043,789167,788752,795325,803984,814029,820904,822320,813738,805064,800200,799634,800204,809680,825770,844761,861306,876553,886254,889865,892431,897507,903773,906961,911667,919630,930009,940102,952692,964706,976415,983982,990722,997221,1003754,1013564,1021891,1030503,1040863,1053090,1062305
 "30000","Montana",7,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1503,1323,1560,1667,1675,1661,1636,1763,1794,1836,1943,1866,1933,1878,2223,2181,2245,2398,2556,2620,2750,2980,3339,3549,4022,4594,4909,5365,5639,5956,6908,7275,8037,9093,9586,9993,10519,10650,11302,11635,11972,13121,13806,14625,15208,16108,16162,16760,17326,17918,19081,19313,20389,21183,22063,23681,25415,26838,28593,30159,31495,31256,32841,34583,36388,35975,37341,38728,38989,40439,42627
 "31000","Nebraska",4,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",1809.7,1651.7,1966.4,2002.8,2154.7,2035.3,2210.6,2135.3,2191.5,2574.1,2667.4,2691.7,2841.6,2885.6,3170.2,3248.1,3381.3,3732.0,3974.1,4093.3,4331.1,4746.6,5160.7,5766.0,6272.7,7333.5,7544.2,8775.9,9140.7,9779.7,11374.5,12124.3,12954.0,15177.2,16074.8,17046.4,19205.4,20218.3,20806.6,21694.3,23184.1,24455.2,26139.4,27165.1,28939.8,29870.7,31751.0,33366.3,36325.8,37047.9,39491.1,41337.8,43669.6,45895.7,47509.5,51033.3,53408.1,54947.6,56973.2,61075.4,64723.8,65193.8,68338.7,76026.7,78052.9,78051.4,82465.9,85847.9,84846.3,86906.6,92471.8
 "31000","Nebraska",4,SAINC51,52,"...","Population (persons) 1/","Number of persons",1265000,1302000,1327000,1316000,1311000,1318000,1340000,1374000,1397000,1394000,1383000,1397000,1417000,1446000,1464000,1476000,1482000,1471000,1456000,1457000,1467000,1474000,1487963,1504208,1518293,1528517,1537809,1541440,1548901,1554466,1560826,1564356,1572296,1578517,1581776,1584293,1588638,1584661,1574328,1566544,1571477,1574858,1581660,1595919,1611687,1625590,1639041,1656992,1673740,1686418,1695816,1704764,1713820,1719836,1728292,1738643,1749370,1761497,1772693,1783440,1796378,1812683,1829536,1840538,1853323,1865414,1879522,1891507,1905924,1917575,1929268
 "31000","Nebraska",4,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1431,1269,1482,1522,1644,1544,1650,1554,1569,1847,1929,1927,2005,1996,2165,2201,2282,2537,2729,2809,2952,3220,3468,3833,4131,4798,4906,5693,5901,6291,7287,7750,8239,9615,10162,10760,12089,12759,13216,13848,14753,15529,16527,17022,17956,18375,19372,20137,21703,21968,23287,24248,25481,26686,27489,29352,30530,31194,32139,34246,36030,35965,37353,41307,42115,41841,43876,45386,44517,45321,47931
 "32000","Nevada",8,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",251.1,268.0,305.2,345.3,394.2,446.0,478.1,561.0,582.1,623.9,663.6,731.4,794.3,872.7,1047.3,1167.5,1295.0,1389.9,1462.3,1549.4,1764.0,1952.8,2276.4,2571.5,2856.7,3244.4,3584.1,4147.8,4646.9,5339.2,6390.0,7342.7,8545.1,9686.7,10436.2,11207.4,12226.8,13175.0,14197.1,15439.1,17469.5,19673.3,22004.9,24420.7,27009.5,29109.5,32339.4,35564.9,38937.4,42661.8,47422.4,51162.9,56033.1,59515.9,62185.9,66817.7,73849.5,82049.2,89041.1,92838.5,92287.4,88717.6,92244.7,95333.1,98899.0,97677.5,105352.6,113391.9,116716.7,124261.0,133652.2
 "32000","Nevada",8,SAINC51,52,"...","Population (persons) 1/","Number of persons",156000,157000,162000,168000,181000,195000,213000,237000,250000,260000,269000,279000,291000,315000,352000,397000,426000,444000,446000,449000,464000,480000,493223,519989,546736,568910,596713,619847,646823,678134,719345,765121,810215,847656,881538,901978,924921,951032,980614,1023374,1075023,1137382,1220695,1296171,1351367,1411215,1499298,1581578,1666320,1764104,1853191,1934718,2018741,2098399,2173791,2248850,2346222,2432143,2522658,2601072,2653630,2684665,2702464,2712799,2744566,2776972,2819012,2868666,2919772,2972405,3034392
 "32000","Nevada",8,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1610,1707,1884,2055,2178,2287,2244,2367,2328,2400,2467,2622,2730,2771,2975,2941,3040,3130,3279,3451,3802,4068,4615,4945,5225,5703,6006,6692,7184,7873,8883,9597,10547,11428,11839,12425,13219,13853,14478,15087,16250,17297,18027,18841,19987,20627,21570,22487,23367,24183,25590,26445,27756,28363,28607,29712,31476,33735,35297,35692,34778,33046,34134,35142,36034,35174,37372,39528,39975,41805,44046
 "33000","New Hampshire",1,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",630.1,647.1,679.6,738.8,778.6,825.3,882.9,949.0,1002.5,1066.4,1089.5,1185.1,1239.8,1309.7,1396.8,1450.4,1591.5,1708.3,1849.9,2019.3,2214.6,2462.3,2611.9,2887.7,3146.6,3588.2,3931.5,4338.5,4868.9,5478.9,6264.7,7156.3,8211.5,9280.5,10334.0,11338.5,12861.0,14050.2,15432.4,17047.0,18906.6,20280.0,20530.3,21389.0,22472.7,23112.3,24695.5,26114.5,27407.2,29107.8,31996.6,33931.8,37883.1,40521.9,42359.1,43682.4,46481.8,47844.8,50973.9,52463.6,53963.4,54441.2,56541.9,58616.1,61596.1,60764.6,63153.7,65460.9,67566.2,70223.4,74592.8
 "33000","New Hampshire",1,SAINC51,52,"...","Population (persons) 1/","Number of persons",520000,533000,532000,529000,535000,547000,554000,557000,566000,572000,581000,596000,609000,618000,632000,649000,663000,676000,681000,697000,709000,724000,741932,762173,781699,801824,817073,830025,847025,871860,893974,911893,924250,936621,947720,958134,976863,996753,1025054,1054289,1082576,1104523,1112384,1109929,1117784,1129458,1142560,1157561,1174719,1189425,1205940,1222014,1239882,1255517,1269089,1279840,1290121,1298492,1308389,1312540,1315906,1316102,1316777,1319815,1323962,1326408,1333223,1336294,1342373,1349767,1356458
 "33000","New Hampshire",1,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1212,1214,1277,1397,1455,1509,1594,1704,1771,1864,1875,1988,2036,2119,2210,2235,2401,2527,2716,2897,3124,3401,3520,3789,4025,4475,4812,5227,5748,6284,7008,7848,8884,9909,10904,11834,13166,14096,15055,16169,17464,18361,18456,19271,20105,20463,21614,22560,23331,24472,26533,27767,30554,32275,33378,34131,36029,36846,38959,39971,41009,41366,42940,44412,46524,45811,47369,48987,50333,52026,54991
 "34000","New Jersey",2,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",7211.5,7359.6,8130.3,9056.8,9691.4,10436.1,10776.2,11434.8,12354.8,13168.6,12964.4,13961.6,14648.8,15390.1,16537.7,17339.1,18931.8,20187.2,21842.7,23364.6,25410.3,28252.2,31010.9,33921.5,36378.4,39915.5,43173.1,47313.9,50828.4,54991.3,60864.2,66861.7,75061.6,83642.5,90455.0,98728.9,109792.6,116562.4,124612.0,133107.6,147844.9,158800.1,167342.0,171286.9,184481.7,190010.6,195906.1,208501.5,218982.2,231382.6,244026.3,253840.2,277475.3,288109.8,301760.2,313127.4,328541.2,336423.1,359927.0,376306.6,388198.1,389903.7,400770.4,414123.4,432090.0,429366.4,450219.8,466542.4,479519.3,496632.7,527205.0
 "34000","New Jersey",2,SAINC51,52,"...","Population (persons) 1/","Number of persons",4774000,4889000,4872000,5006000,5125000,5229000,5360000,5502000,5615000,5737000,5890000,6015000,6103000,6265000,6376000,6531000,6660000,6767000,6851000,6928000,7005000,7095000,7190282,7281935,7336538,7335240,7335227,7341417,7344079,7342027,7356414,7373048,7376330,7407471,7430970,7467784,7515474,7565530,7622161,7670741,7712333,7726086,7762963,7814676,7880508,7948915,8014306,8083242,8149596,8218808,8287418,8359592,8430621,8492671,8552643,8601402,8634561,8651974,8661679,8677885,8711090,8755602,8799624,8827783,8845483,8858362,8866780,8870869,8874516,8888543,8908520
 "34000","New Jersey",2,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1511,1505,1669,1809,1891,1996,2010,2078,2200,2295,2201,2321,2400,2457,2594,2655,2843,2983,3188,3372,3627,3982,4313,4658,4959,5442,5886,6445,6921,7490,8274,9068,10176,11292,12173,13221,14609,15407,16349,17353,19170,20554,21556,21919,23410,23904,24445,25794,26870,28153,29445,30365,32913,33925,35283,36404,38050,38884,41554,43364,44564,44532,45544,46911,48849,48470,50776,52593,54033,55873,59180
 "35000","New Mexico",6,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",646.3,712.0,807.6,922.9,995.8,1055.2,1092.1,1178.7,1269.3,1412.9,1581.3,1691.8,1744.7,1825.9,1891.5,1957.7,2095.7,2206.3,2318.2,2395.5,2581.9,2818.0,3152.9,3542.4,3952.9,4434.2,4959.7,5761.0,6361.8,7108.8,8055.7,9064.1,10186.1,11381.1,12445.1,13699.6,15008.6,16204.7,16927.3,17453.9,18454.8,19673.9,20986.7,22527.8,24253.3,26018.5,27723.4,29833.0,31200.3,32622.7,34242.2,34971.7,37794.7,40342.9,42740.6,45019.0,47932.1,50762.8,54092.4,57047.7,60966.3,61354.8,64036.4,66797.6,68541.2,66788.1,70764.9,72753.6,73985.2,75317.4,79769.6
 "35000","New Mexico",6,SAINC51,52,"...","Population (persons) 1/","Number of persons",604000,644000,689000,717000,735000,756000,763000,785000,806000,847000,886000,919000,954000,965000,979000,989000,1006000,1012000,1007000,1000000,994000,1011000,1023206,1053258,1077815,1104225,1129568,1162682,1195162,1225245,1251848,1280539,1309400,1332747,1363822,1394362,1416719,1438360,1462728,1478519,1490336,1503901,1521574,1555305,1595442,1636453,1682398,1720394,1752326,1774839,1793484,1808082,1821204,1831690,1855309,1877574,1903808,1932274,1962137,1990070,2010662,2036802,2064588,2080395,2087549,2092792,2090342,2090211,2092789,2093395,2095428
 "35000","New Mexico",6,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1070,1106,1172,1287,1355,1396,1431,1502,1575,1668,1785,1841,1829,1892,1932,1979,2083,2180,2302,2395,2597,2787,3081,3363,3668,4016,4391,4955,5323,5802,6435,7078,7779,8540,9125,9825,10594,11266,11572,11805,12383,13082,13793,14484,15202,15899,16479,17341,17805,18381,19093,19342,20753,22025,23037,23977,25177,26271,27568,28666,30321,30123,31017,32108,32833,31913,33853,34807,35352,35979,38068
 "36000","New York",2,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",23005.4,23333.6,24978.2,26290.2,27223.9,29064.7,30382.8,32352.7,34279.7,36396.2,38025.5,40003.2,41718.0,43393.8,45828.1,47871.2,51860.8,54918.9,58603.4,62693.1,68727.2,70544.4,77258.8,83811.0,88690.6,94922.5,101932.4,111695.8,117730.6,126534.2,137176.9,148860.1,165288.7,182707.0,198192.9,217369.0,241113.7,256363.7,273529.5,288758.0,320527.1,344479.7,372018.9,374141.6,396148.9,405713.1,418319.4,439867.1,459232.4,481517.2,504605.0,531208.7,570104.3,584246.0,607424.5,622058.8,647139.4,664515.2,707023.0,752274.9,770324.8,791639.1,819659.2,854418.5,904801.6,896501.1,931290.3,964505.2,1008966.7,1081345.7,1133548.5
 "36000","New York",2,SAINC51,52,"...","Population (persons) 1/","Number of persons",14497000,14892000,14865000,14890000,15192000,15527000,15814000,15966000,16112000,16374000,16601000,16685000,16838000,17061000,17301000,17461000,17589000,17734000,17843000,17935000,18051000,18105000,18271605,18364865,18351767,18194767,18072768,18032254,17974654,17851507,17720421,17633646,17566754,17567731,17589737,17686907,17745676,17791678,17833421,17868844,17941309,17983084,18020784,18122510,18246653,18374954,18459470,18524104,18588460,18656546,18755906,18882725,19001780,19082838,19137800,19175939,19171567,19132610,19104631,19132335,19212436,19307066,19400080,19498514,19574549,19628043,19656330,19661411,19641589,19590719,19542209
 "36000","New York",2,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1587,1567,1680,1766,1792,1872,1921,2026,2128,2223,2291,2398,2478,2543,2649,2742,2948,3097,3284,3496,3807,3896,4228,4564,4833,5217,5640,6194,6550,7088,7741,8442,9409,10400,11268,12290,13587,14409,15338,16160,17865,19156,20644,20645,21711,22080,22662,23746,24705,25810,26904,28132,30003,30616,31740,32440,33755,34732,37008,39320,40095,41003,42250,43820,46223,45675,47379,49056,51369,55197,58005
 "37000","North Carolina",5,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",3620.1,3608.2,4198.4,4657.7,4751.4,4960.2,5109.0,5522.8,5876.6,5868.9,6237.0,6601.5,6937.8,7347.0,7849.5,8237.9,9026.0,9670.9,10684.4,11564.0,12588.2,13943.7,15340.2,16842.4,18801.7,21455.9,23517.2,26144.3,28685.7,31291.6,35160.2,38511.4,43180.0,48571.5,52738.3,57190.7,64938.1,69912.6,75352.8,80627.2,88828.5,96256.4,102790.4,108046.5,117962.4,125533.6,133117.0,142384.6,151840.4,162359.9,172506.3,181412.1,192857.5,198745.2,205898.4,216459.5,235539.4,250689.8,271887.9,291363.6,313063.9,308704.0,310632.8,318957.5,343107.5,335666.8,355447.0,372116.9,383184.8,401970.8,426240.0
 "37000","North Carolina",5,SAINC51,52,"...","Population (persons) 1/","Number of persons",3837000,3911000,4068000,4120000,4109000,4120000,4131000,4242000,4309000,4368000,4376000,4458000,4573000,4663000,4707000,4742000,4802000,4863000,4896000,4952000,5004000,5031000,5099150,5200760,5296085,5382441,5461112,5535097,5593463,5668494,5740286,5801563,5898980,5956653,6019108,6077059,6164004,6253957,6321576,6403693,6480591,6565462,6664016,6784280,6897214,7042818,7187398,7344674,7500670,7656825,7809121,7949361,8081614,8210122,8326201,8422501,8553152,8705407,8917270,9118037,9309449,9449566,9574293,9656754,9749123,9843599,9933944,10033079,10156679,10270800,10383620
 "37000","North Carolina",5,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",943,923,1032,1131,1156,1204,1237,1302,1364,1344,1425,1481,1517,1576,1668,1737,1880,1989,2182,2335,2516,2772,3008,3238,3550,3986,4306,4723,5128,5520,6125,6638,7320,8154,8762,9411,10535,11179,11920,12591,13707,14661,15425,15926,17103,17824,18521,19386,20244,21205,22090,22821,23864,24207,24729,25700,27538,28797,30490,31955,33629,32669,32444,33029,35194,34100,35781,37089,37727,39137,41049
 "38000","North Dakota",4,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",787.1,689.7,815.2,829.9,758.9,773.6,807.0,890.6,919.5,943.0,1084.6,1002.2,1118.3,1021.4,1444.5,1334.6,1331.2,1559.1,1567.0,1558.4,1629.3,1794.1,1910.8,2238.8,2659.2,3718.7,3573.6,3754.7,3680.4,3841.5,4813.6,4933.8,4630.9,6079.0,6711.0,7106.9,7704.8,7971.4,8128.5,8331.1,7647.1,8591.3,9304.1,9406.2,10375.1,10453.8,11405.2,11356.6,12764.2,12378.4,13635.8,13827.3,15050.3,15257.8,15870.1,17424.6,17751.4,18681.9,19391.1,21385.4,23844.8,24161.7,26765.2,29448.6,34678.0,34267.9,36645.7,36197.2,35692.9,35692.6,38032.1
 "38000","North Dakota",4,SAINC51,52,"...","Population (persons) 1/","Number of persons",580000,597000,619000,604000,608000,609000,611000,615000,613000,612000,606000,618000,634000,641000,637000,644000,649000,649000,647000,626000,621000,621000,618851,626659,630937,632411,634212,638469,645293,649168,650648,652152,654380,659504,668972,676687,680499,676979,669513,661141,655330,646351,637685,635753,638223,641216,644804,647832,650382,649716,647532,644259,642023,639062,638168,638817,644705,646089,649422,652822,657569,664968,674710,685136,701116,721999,737382,754022,754353,755176,760077
 "38000","North Dakota",4,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1357,1155,1317,1374,1248,1270,1321,1448,1500,1541,1790,1622,1764,1593,2268,2072,2051,2402,2422,2489,2624,2889,3088,3573,4215,5880,5635,5881,5704,5918,7398,7565,7077,9218,10032,10503,11322,11775,12141,12601,11669,13292,14590,14795,16256,16303,17688,17530,19626,19052,21058,21462,23442,23875,24868,27276,27534,28915,29859,32758,36262,36335,39669,42982,49461,47463,49697,48006,47316,47264,50037
 "39000","Ohio",3,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",11000.5,10660.3,11799.5,13187.4,13951.5,15259.4,15732.6,16815.8,17904.2,18838.7,18887.2,20148.9,20824.3,21355.2,22421.9,23330.7,25253.4,27122.1,29445.0,30812.9,33591.4,36248.3,38837.4,41987.7,44850.5,49810.2,54380.8,58629.8,63926.8,70341.3,77511.9,84997.1,93382.1,101031.8,107049.5,113390.5,126033.0,133355.8,139859.7,145374.4,156778.9,167789.5,177951.6,182684.7,195162.2,202699.9,213710.1,223349.8,232064.9,244865.1,258191.1,267157.8,280923.8,289312.0,299050.4,311240.5,323668.4,330931.5,346280.3,359534.4,372777.7,371467.1,381208.3,403342.3,420209.2,423395.4,442124.9,457874.2,465850.0,483731.8,509416.3
 "39000","Ohio",3,SAINC51,52,"...","Population (persons) 1/","Number of persons",7876000,7973000,7980000,8061000,8275000,8591000,8873000,9017000,9207000,9410000,9599000,9671000,9734000,9854000,9929000,9986000,10080000,10201000,10330000,10414000,10516000,10563000,10668839,10734782,10746920,10767205,10765613,10770498,10752731,10771232,10795431,10798562,10800650,10788336,10757085,10737631,10737743,10734926,10730272,10760081,10798554,10829216,10864162,10945762,11029431,11101140,11152454,11202751,11242827,11277357,11311536,11335454,11363543,11387404,11407889,11434788,11452251,11463320,11481213,11500468,11515391,11528896,11539327,11543463,11548369,11576576,11602973,11617850,11635003,11664129,11689442
 "39000","Ohio",3,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1397,1337,1479,1636,1686,1776,1773,1865,1945,2002,1968,2083,2139,2167,2258,2336,2505,2659,2850,2959,3194,3432,3640,3911,4173,4626,5051,5444,5945,6530,7180,7871,8646,9365,9952,10560,11737,12423,13034,13511,14519,15494,16380,16690,17695,18259,19163,19937,20641,21713,22825,23568,24721,25406,26214,27219,28262,28869,30161,31263,32372,32221,33036,34941,36387,36573,38104,39411,40039,41472,43579
 "40000","Oklahoma",6,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",2197.1,2328.1,2405.0,2655.0,2878.8,2994.9,3025.8,3205.5,3386.4,3522.1,3833.1,3984.5,4179.4,4309.8,4496.6,4651.9,5028.4,5389.5,5749.1,6270.8,6822.0,7487.5,8358.3,9219.2,9975.9,11415.1,12503.3,14181.0,15537.0,17175.9,19291.8,22327.0,25538.6,29390.1,32566.1,34449.5,37305.0,38828.2,39939.5,39295.8,40970.7,43329.1,45086.5,46913.0,50132.3,52140.3,54336.7,56630.7,59731.9,62702.9,65941.0,67638.0,73219.9,77690.2,81135.2,85656.7,92685.5,100351.5,110895.2,114218.2,126886.7,120765.6,126315.2,134145.0,143885.5,150434.5,160095.4,156357.4,148788.6,155223.6,165639.2
 "40000","Oklahoma",6,SAINC51,52,"...","Population (persons) 1/","Number of persons",2089000,2105000,2229000,2210000,2219000,2182000,2209000,2250000,2273000,2282000,2267000,2289000,2336000,2380000,2427000,2439000,2446000,2440000,2454000,2489000,2503000,2535000,2566485,2617944,2657448,2694182,2732454,2771858,2823396,2865935,2913056,2970080,3040758,3096159,3206129,3290404,3285535,3271333,3252735,3210124,3167064,3150304,3148825,3175440,3220517,3252285,3280940,3308208,3340129,3372917,3405194,3437147,3454365,3467100,3489080,3504892,3525233,3548597,3594090,3634349,3668976,3717572,3759632,3787821,3818600,3853205,3878367,3909831,3926769,3932640,3943079
 "40000","Oklahoma",6,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1052,1106,1079,1201,1297,1373,1370,1425,1490,1543,1691,1741,1789,1811,1853,1907,2056,2209,2343,2519,2726,2954,3257,3522,3754,4237,4576,5116,5503,5993,6623,7517,8399,9492,10157,10470,11354,11869,12279,12241,12936,13754,14319,14774,15567,16032,16561,17118,17883,18590,19365,19679,21196,22408,23254,24439,26292,28279,30855,31427,34584,32485,33598,35415,37680,39041,41279,39991,37891,39471,42008
 "41000","Oregon",8,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",2110.3,2143.1,2364.7,2589.2,2729.0,2806.2,2805.1,3045.4,3212.9,3259.1,3303.9,3574.3,3691.7,3864.5,4088.6,4268.6,4627.5,5055.3,5408.2,5737.2,6183.1,6748.1,7486.7,8301.4,9213.9,10418.0,11733.8,13247.2,14785.3,16303.3,18617.3,20974.5,23374.8,25328.7,26141.5,28083.7,30578.7,31984.3,33488.9,35210.7,38817.8,41890.1,45665.2,47877.5,51207.5,54684.5,58338.8,62883.2,67511.1,71090.1,75277.3,77904.0,83562.7,87021.3,89894.6,93790.7,99104.4,102840.2,111941.4,117719.4,122472.0,121792.5,124461.3,129838.6,137232.0,137524.6,147549.3,157877.4,165007.3,174123.9,186053.5
 "41000","Oregon",8,SAINC51,52,"...","Population (persons) 1/","Number of persons",1405000,1431000,1532000,1556000,1582000,1601000,1626000,1659000,1698000,1712000,1718000,1746000,1772000,1787000,1818000,1853000,1888000,1937000,1969000,1979000,2004000,2062000,2100388,2149890,2195219,2238878,2280956,2324622,2372155,2439355,2509609,2578312,2641218,2667985,2664919,2653071,2666589,2672648,2683526,2700996,2741297,2790579,2860375,2928507,2991755,3060367,3121264,3184369,3247111,3304310,3352449,3393941,3429708,3467937,3513424,3547376,3569463,3613202,3670883,3722417,3768748,3808600,3837532,3871728,3899118,3922908,3964106,4016918,4091404,4146592,4190713
 "41000","Oregon",8,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1502,1498,1544,1664,1725,1753,1725,1836,1892,1904,1923,2047,2083,2163,2249,2304,2451,2610,2747,2899,3085,3273,3564,3861,4197,4653,5144,5699,6233,6683,7418,8135,8850,9494,9809,10585,11467,11967,12479,13036,14160,15011,15965,16349,17116,17869,18691,19747,20791,21514,22454,22954,24364,25093,25586,26439,27764,28462,30494,31624,32497,31978,32433,33535,35196,35057,37221,39303,40330,41992,44397
 "42000","Pennsylvania",2,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",13388.9,13388.2,14965.2,16033.3,16582.3,17891.9,17799.5,18788.8,20145.2,21195.6,21474.8,22480.9,23209.2,23865.2,24753.4,25659.0,27780.7,29704.2,31799.2,34090.7,36768.6,39493.6,42874.2,46014.8,49190.6,54259.9,59277.4,65856.0,71575.3,78079.9,85708.5,94303.6,103451.4,113437.5,122271.9,129700.4,140145.7,148291.9,156249.2,164497.6,178740.5,193042.0,204948.5,214726.1,226574.9,235374.7,242955.2,253123.2,264485.4,275999.3,289622.9,301726.1,322714.6,336839.1,350763.6,366116.3,388829.8,402064.4,420803.4,443937.1,461036.1,461812.0,481279.5,502288.8,525471.7,525409.8,548202.5,567150.3,582088.8,598916.2,638680.6
 "42000","Pennsylvania",2,SAINC51,52,"...","Population (persons) 1/","Number of persons",10287000,10390000,10507000,10461000,10503000,10662000,10817000,10939000,10972000,10954000,11058000,11234000,11329000,11392000,11355000,11424000,11519000,11620000,11664000,11681000,11741000,11741000,11811561,11884354,11904541,11885202,11863936,11897778,11887478,11881857,11864774,11873563,11868305,11858569,11845146,11837726,11815175,11770865,11782754,11810869,11845755,11865992,11903299,11982164,12049450,12119724,12166050,12198403,12220464,12227814,12245672,12263805,12284173,12298970,12331031,12374658,12410722,12449990,12510809,12563937,12612285,12666858,12711158,12744583,12766827,12776621,12789101,12785759,12783538,12790447,12807060
 "42000","Pennsylvania",2,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1302,1289,1424,1533,1579,1678,1646,1718,1836,1935,1942,2001,2049,2095,2180,2246,2412,2556,2726,2918,3132,3364,3630,3872,4132,4565,4996,5535,6021,6571,7224,7942,8717,9566,10323,10957,11861,12598,13261,13928,15089,16269,17218,17920,18804,19421,19970,20751,21643,22571,23651,24603,26271,27388,28446,29586,31330,32294,33635,35334,36555,36458,37863,39412,41159,41123,42865,44358,45534,46825,49869
 "44000","Rhode Island",1,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",1027.7,1042.9,1145.1,1241.6,1296.8,1397.9,1423.2,1493.9,1564.2,1610.8,1692.7,1787.6,1801.7,1878.1,2027.9,2116.2,2282.9,2460.0,2666.5,2902.4,3137.1,3312.2,3663.9,3885.1,4182.0,4468.1,4670.5,5174.6,5597.8,6138.3,6640.1,7301.6,8250.2,9196.4,9962.2,10813.0,11915.7,12817.1,13664.0,14478.9,16064.2,17485.2,18050.7,18297.4,19236.3,20026.4,20499.0,21585.0,22205.0,23275.3,24725.5,25887.2,27682.4,29190.4,31144.8,33097.3,34883.3,35399.3,36987.0,38294.5,39012.8,39021.5,41062.0,42109.0,43901.9,43318.1,45119.3,46805.0,47184.2,48849.8,51535.4
 "44000","Rhode Island",1,SAINC51,52,"...","Population (persons) 1/","Number of persons",787000,801000,786000,784000,802000,815000,816000,823000,840000,851000,858000,857000,855000,858000,871000,876000,885000,893000,899000,909000,922000,932000,950561,963974,976365,978010,953503,946339,950321,955128,957237,956643,948773,953012,954170,956382,961895,968956,977340,989605,996407,1000666,1005995,1010649,1012581,1015112,1015960,1017002,1020893,1025353,1031155,1040402,1050268,1057142,1065995,1071342,1074579,1067916,1063096,1057315,1055003,1053646,1053938,1053536,1054601,1055122,1056017,1056173,1057063,1056486,1057315
 "44000","Rhode Island",1,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1306,1302,1457,1584,1617,1715,1744,1815,1862,1893,1973,2086,2107,2189,2328,2416,2580,2755,2966,3193,3403,3554,3854,4030,4283,4569,4898,5468,5890,6427,6937,7633,8696,9650,10441,11306,12388,13228,13981,14631,16122,17474,17943,18105,18997,19728,20177,21224,21751,22700,23978,24882,26358,27613,29217,30893,32462,33148,34792,36219,36979,37035,38961,39969,41629,41055,42726,44316,44637,46238,48742
 "45000","South Carolina",5,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",1741.3,1690.9,1871.3,2337.5,2472.3,2578.1,2454.1,2601.0,2694.3,2816.8,2927.4,3125.2,3279.3,3438.4,3663.6,3880.1,4200.9,4621.4,5147.2,5554.2,6118.5,6788.5,7565.0,8303.6,9156.0,10430.3,11780.9,13133.9,14489.2,15782.1,17784.4,19714.8,22141.1,24815.6,26647.2,28912.0,32391.3,34542.9,36946.3,39458.1,43149.9,46628.3,50063.1,52713.3,56255.9,59090.7,62523.4,65975.0,69836.1,74054.6,79185.0,83203.1,89414.2,92650.4,97026.2,101072.8,106989.0,112331.2,120814.8,128341.3,134646.4,134088.1,138337.2,144988.7,153062.3,153746.6,164287.5,173817.1,179567.1,189577.4,200319.3
