GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "38000","North Dakota",4,SAINC50,82,"...","   Less: Refunds","Thousands of dollars",5672,7051,4268,3838,4716,4769,5059,5036,5385,6294,6985,8468,7873,8755,8435,10601,11166,8936,10466,13431,15821,14989,22267,24099,23427,37678,51232,83210,68463,66343,68532,73183,98009,102741,112006,112384,168765,155252,149703,132614,123092,98859,119871,121911,124348,115022,121170,143421,150199,158389,175987,224572,229532,243243,292420,291083,306375,300004,320612,336368,462659,459076,467132,410500,446251,455460,506290,544488,604850,579990,596184
 "38000","North Dakota",4,SAINC50,120,"..."," State governments","Thousands of dollars",6622,7012,6635,7333,7644,6946,6694,7427,8315,9298,10038,11297,11601,12546,14496,13979,17752,19638,21524,20205,24321,26408,29000,30661,35219,49026,78665,88874,75349,74145,95986,75648,75232,82086,57303,71037,106924,104218,97405,128911,150530,140353,139812,148066,159098,165786,173953,185033,191376,205142,215085,227608,243247,261904,245142,248639,266902,302875,331004,385711,400043,427758,431036,506817,605225,665560,606407,545837,429533,431022,459370
 "38000","North Dakota",4,SAINC50,130,"...","  Income taxes","Thousands of dollars",4487,4407,3657,3944,3820,3040,2626,2756,3128,3581,4019,4626,4739,5507,6885,5973,9226,10765,12730,10611,12984,14315,15592,16902,20825,32543,60359,69673,55723,55187,76588,55801,55804,60448,32713,43522,78585,75228,70439,100498,121494,109477,106395,118879,123864,131632,141141,149635,158263,170860,178765,191520,204906,218752,198766,200943,217053,248237,273286,321604,330734,358782,357304,427809,517755,573834,510052,447309,332668,336830,364829
 "38000","North Dakota",4,SAINC50,150,"...","  Motor vehicle licenses","Thousands of dollars",1730,2179,2608,3147,3506,3667,3825,4228,4746,5250,5535,6215,6393,6561,7171,7534,8011,8314,8188,8426,9334,10232,11054,10993,11839,13483,14580,15168,16793,17548,17875,17982,17849,19869,22342,24159,25760,25232,24140,24398,25702,28005,29283,24571,28018,28496,26829,29268,26568,27815,28380,29393,32691,34497,36950,37671,37528,41921,44558,50317,55913,55675,60329,66963,74874,78458,81913,81448,79902,79297,80596
 "38000","North Dakota",4,SAINC50,160,"...","  Other taxes 5/","Thousands of dollars",405,426,370,242,318,239,243,443,441,467,484,456,469,478,440,472,515,559,606,1168,2003,1861,2354,2766,2555,3000,3726,4033,2833,1410,1523,1865,1579,1769,2248,3356,2579,3758,2826,4015,3334,2871,4134,4616,7216,5658,5983,6130,6545,6467,7940,6695,5650,8655,9426,10025,12321,12717,13160,13790,13396,13301,13403,12045,12596,13268,14442,17080,16963,14895,13945
 "38000","North Dakota",4,SAINC50,180,"..."," Local governments","Thousands of dollars",59,65,70,71,65,52,50,89,93,117,476,511,665,1049,633,704,705,675,628,670,597,810,860,780,583,692,989,1104,1326,847,1205,976,1267,1107,1418,1267,1226,1015,740,613,617,761,807,877,891,1102,1194,1197,979,1056,1399,1355,1480,1491,1480,1698,2471,3123,2903,3418,3091,2290,3151,2592,5162,7874,8669,8515,7776,8054,8339
 "38000","North Dakota",4,SAINC50,190,"...","  Income taxes","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "38000","North Dakota",4,SAINC50,200,"...","  Motor vehicle licenses","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,187,139,242,349,841,976,863,1205,1236,1260
 "38000","North Dakota",4,SAINC50,210,"...","  Other taxes","Thousands of dollars",59,65,70,71,65,52,50,89,93,117,476,511,665,1049,633,704,705,675,628,670,597,810,860,780,583,692,989,1104,1326,847,1205,976,1267,1107,1418,1267,1226,1015,740,613,617,761,807,877,891,1102,1194,1197,979,1056,1399,1355,1480,1491,1480,1698,2471,3123,2903,3418,2923,2103,3012,2350,4813,7033,7693,7652,6571,6818,7079
 "38000","North Dakota",4,SAINC50,230,"..."," State and local personal property taxes","Thousands of dollars",250,279,299,323,351,379,404,418,399,371,557,1101,1379,1638,1358,1583,1766,2011,2186,2470,2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Note: See the included footnote file."
"SAINC50: Personal Current Taxes "
"Last updated: September 24, 2019-- new statistics for 2018; revised statistics for 1998-2017. "
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
