GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "36000","New York",2,SAINC45,72,"...","   Oats","Thousands of dollars",3171,4252,5446,4335,9096,12062,9346,12021,8094,8646,8639,16631,13265,10865,5951,7492,6836,4528,5605,8760,7769,6002,5435,4980,2891,834,4274,4055,2744,3732,2949,2167,2386,3678,3132,2685,3123,5990,4331,8406,5079,5871,4095,8278,6443,7081,3730,5182,2131,3737
 "36000","New York",2,SAINC45,73,"...","   Sorghum","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "36000","New York",2,SAINC45,74,"...","   Wheat","Thousands of dollars",4496,7305,5166,7122,16656,31208,20094,13550,14041,8387,19852,19874,22469,16043,21828,23634,20470,18796,12018,15645,21636,15669,15945,16450,13394,17168,26461,30316,22743,17936,17034,15759,17031,23087,19580,18098,14992,22013,28425,38003,39126,36972,34374,41746,45266,41840,32468,35945,38676,37591
 "36000","New York",2,SAINC45,75,"...","   Soybeans","Thousands of dollars",230,265,282,326,1029,1932,1748,1787,2118,2948,3171,3228,2882,2893,3694,3205,1520,3632,5680,7624,5347,6824,7330,9561,14869,16119,14860,18718,12724,12445,20357,23263,22879,24117,32681,39250,37229,57017,84952,85641,110505,125644,124767,171933,187921,149787,112535,131937,107032,123892
 "36000","New York",2,SAINC45,76,"...","   Other grains","Thousands of dollars",690,809,847,741,1088,1219,1910,868,659,848,962,1229,18847,9034,7046,7252,8329,9190,8910,7943,12078,13205,11187,8594,9480,11035,11546,10557,9860,10780,10849,7780,6284,6524,10128,11169,8448,7307,10030,18006,12931,9552,11369,10611,10809,7506,6339,3653,1795,2081
 "36000","New York",2,SAINC45,80,"...","  Hay, silage, etc.","Thousands of dollars",10179,11610,15180,14501,14052,16565,23401,26606,26085,29429,25722,31846,39744,37175,39704,43245,32883,66088,81803,83715,71387,73226,70583,74699,72949,75646,71828,75856,84623,88847,82550,102518,93480,116581,101581,105310,95703,107032,71275,83460,73626,53697,68963,98870,106052,149370,131357,122731,137819,120384
 "36000","New York",2,SAINC45,100,"...","  Vegetables","Thousands of dollars",114583,114834,111285,102886,146707,160826,183241,177099,186884,183788,197818,231502,295398,258821,255603,294064,242865,267858,284359,285005,307825,285960,325142,235960,329673,310714,321360,238682,304458,379467,390628,472507,478561,468761,416678,409973,415572,464581,508481,489422,413917,478398,436886,499797,438599,391760,340641,232202,201279,180489
 "36000","New York",2,SAINC45,110,"...","  Fruits and nuts","Thousands of dollars",79654,71249,79405,64268,94213,109198,106202,101792,112689,165537,183621,162106,164782,163651,136486,134677,138153,127469,145029,155306,167692,178036,209250,196640,171397,178696,192580,211685,203802,189466,207308,201253,180893,184209,184780,236578,250063,274914,351612,346663,287060,316668,345316,323035,340773,353068,368049,423688,447609,265193
 "36000","New York",2,SAINC45,111,"...","  Greenhouse, nursery and mushroom products","Thousands of dollars",47560,51800,56048,60700,69441,75274,81597,89022,93653,106912,107760,131917,133688,123236,139288,165320,182163,207218,230748,234384,262360,250454,230551,295881,246748,236279,232092,218923,260694,284120,294105,315797,315834,340644,344442,341982,367676,394157,377176,681912,641716,598864,587736,566005,581218,560456,573756,618861,617393,617854
 "36000","New York",2,SAINC45,112,"...","  Forest and maple products","Thousands of dollars",5208,3595,3429,4827,6991,7457,5659,8089,8322,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
 "36000","New York",2,SAINC45,113,"...","  Tobacco","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "36000","New York",2,SAINC45,114,"...","  Cotton","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "36000","New York",2,SAINC45,115,"...","  Other crops","Thousands of dollars",9311,11562,11359,7944,10577,15141,14466,11405,11464,13261,13365,21553,7046,7129,7082,9421,8054,7540,6760,8686,10883,5461,21515,13908,4044,7732,8482,12045,9249,8725,8586,8288,8010,8289,32944,31314,33990,35928,42120,76150,71662,66876,65634,63207,64906,62587,64073,69110,68945,71568
 "36000","New York",2,SAINC45,120,"...","Other income","Thousands of dollars",48936,46185,41781,46723,50019,50705,50821,55245,55960,73423,74991,76080,80424,97360,121313,149038,131707,157744,181235,164501,159473,142123,123992,139258,166912,140125,145291,130349,154232,176131,266545,350946,234616,330347,345805,304058,314921,283775,247917,330357,447774,429665,383656,607496,671412,508660,440443,370770,505904,405813
 "36000","New York",2,SAINC45,130,"..."," Government payments","Thousands of dollars",25453,22009,16619,19939,14577,6003,5921,5979,8576,22475,9036,5821,6910,13767,38995,63690,43117,76690,109304,86787,76025,59304,41242,47872,72286,42417,43563,43401,39623,60799,120397,160218,114039,159239,162288,82076,143240,127875,62892,69113,149015,65961,57385,104277,74631,27479,70421,87655,76094,81203
 "36000","New York",2,SAINC45,140,"..."," Imputed and miscellaneous income received 1/","Thousands of dollars",23483,24176,25162,26784,35442,44702,44900,49266,47384,50948,65955,70259,73514,83593,82318,85348,88590,81054,71931,77714,83448,82819,82750,91386,94626,97708,101728,86948,114609,115332,146148,190728,120577,171108,183517,221982,171681,155900,185025,261244,298759,363704,326271,503219,596781,481181,370022,283115,429810,324610
 "36000","New York",2,SAINC45,150,"...","Production expenses","Thousands of dollars",839706,875624,912307,934161,1129518,1419161,1506934,1617656,1704156,1852157,2218124,2452547,2643872,2585157,2681184,2634840,2398294,2308051,2316255,2364153,2576882,2686891,2661014,2618253,2692467,2840637,2995943,2945875,3067546,3160059,3135846,3131821,3300731,3519651,3148939,3267245,3161001,3416358,3948746,4223871,4030414,4045786,4184221,4832690,4889331,5312212,5063064,4967862,4868477,5032244
 "36000","New York",2,SAINC45,160,"..."," Feed purchased","Thousands of dollars",189720,206655,205363,196330,272685,368019,341502,392280,372544,379209,442681,518978,545964,444460,504060,444853,398665,399032,371865,393322,443736,445786,437203,438373,424208,401502,431676,418202,484335,529451,509595,472894,511640,534180,462231,471115,392414,426093,502403,626111,542798,621062,669030,765776,830672,860724,854035,777457,846924,905529
 "36000","New York",2,SAINC45,170,"..."," Livestock purchased","Thousands of dollars",60098,61494,62100,63474,74737,74601,73276,83643,83222,98389,158273,135762,131968,95487,91656,86923,68366,73412,98770,78904,109809,118155,115612,113243,156925,156374,180524,154714,111258,122325,139441,113415,147620,122666,66532,86397,122053,138410,117208,95586,122011,109198,127632,139833,116221,154313,163690,136075,114806,131183
 "36000","New York",2,SAINC45,180,"..."," Seed purchased","Thousands of dollars",21640,22252,23986,23476,32458,40829,41188,50516,54574,54662,58080,62146,63761,56883,48032,60190,55359,56160,57155,70732,76083,77617,87241,71555,72173,82833,96676,112241,123962,132408,112393,129824,130384,167905,173711,158271,143090,147769,185191,201619,191164,186684,195645,232560,241505,260055,244487,272811,289489,283263
 "36000","New York",2,SAINC45,190,"..."," Fertilizer and lime (incl. ag. chemicals 1978-fwd.)","Thousands of dollars",55098,54798,60699,66280,76558,109485,123582,111795,113382,133506,164352,186515,188665,179640,170320,188998,172966,154677,155355,154220,172577,177306,191595,175049,156344,188579,215485,192568,213034,209998,195681,192008,210438,192027,194405,206075,217704,233806,261130,305065,277811,283358,319541,383897,396534,418587,353968,346292,304464,303864
 "36000","New York",2,SAINC45,200,"..."," Petroleum products purchased","Thousands of dollars",32627,31776,32903,31961,35752,51125,64019,78185,86002,91554,109475,149838,160100,140503,130102,131133,114965,93721,86968,84308,84171,103533,100387,92356,94126,93441,102409,111370,111276,101239,93654,124200,119751,111805,122115,150958,172369,197828,241822,277836,223330,234059,272739,321396,354291,359211,269914,227270,241678,284312
 "36000","New York",2,SAINC45,210,"..."," Hired farm labor expenses 2/","Thousands of dollars",125166,124373,132502,132548,158526,183415,210013,211562,237419,230314,255380,265975,262246,294336,284566,294494,302176,278125,285708,316112,343651,398490,391696,373258,413817,423259,476291,475220,503905,527130,478781,537869,568435,706860,620009,629668,521976,583200,711336,657977,635976,603152,542309,751262,755147,818806,698685,772496,719320,676619
 "36000","New York",2,SAINC45,220,"..."," All other production expenses 3/","Thousands of dollars",355357,374276,394754,420092,478802,591687,653354,689675,757013,864523,1029883,1133333,1291168,1373848,1452448,1428249,1285797,1252924,1260434,1266555,1346855,1366004,1337280,1354419,1374874,1494649,1492882,1481560,1519776,1537508,1606301,1561611,1612463,1684208,1509936,1564761,1591395,1689252,1929656,2059677,2037324,2008273,2057325,2237966,2194961,2440516,2478285,2435461,2351796,2447474
 "36000","New York",2,SAINC45,240,"...","Value of inventory change","Thousands of dollars",-11168,-7294,403,-40398,7974,76726,19567,-10634,-29509,8473,84712,62163,91300,80910,-43378,-29178,-39181,-43600,-56633,-164739,-8713,23529,-19137,-1010,-14147,58382,-52563,58968,-6164,-20943,-17060,-114895,32127,49964,43107,1870,-106921,85208,44689,17131,-95057,-3562,-87896,-55824,80733,-97053,-69927,-76719,-35984,-11512
 "36000","New York",2,SAINC45,250,"..."," Value of inventory change: livestock","Thousands of dollars",-8353,-5129,-5655,-1792,9046,29235,10534,-19769,-37539,-24195,56603,44206,96950,39358,13626,-26370,-65668,-50360,-50376,-80675,-5480,5778,5917,1068,-17197,-34411,21987,21021,-43343,-17469,-287,-71611,8760,65895,-30266,-7472,-13712,26789,22854,-76779,31274,-5424,7520,-11156,58432,-10813,31377,46870,-22294,-31985
 "36000","New York",2,SAINC45,260,"..."," Value of inventory change: crops","Thousands of dollars",-2815,-2165,6058,-38606,-1072,47491,9033,9135,8030,32668,28109,17957,-5650,41552,-57004,-2808,26487,6760,-6257,-84064,-3233,17751,-17236,-27070,9183,59005,-36116,9798,25563,-15945,14363,-60090,38966,-49421,96562,-13998,-47885,29553,-9150,84992,-125938,-39814,-83236,-62688,27343,-110721,-124792,-121028,-17163,27800
 "36000","New York",2,SAINC45,265,"..."," Value of inventory change: materials and supplies","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-7818,24992,-6133,33788,-38434,28149,11616,12471,-31136,16806,-15599,33490,-23189,23340,-45324,28866,30985,8918,-393,41676,-12180,18020,-5042,24481,23488,-2561,3473,-7327
 "36000","New York",2,SAINC45,270,"...","Cash receipts and other income","Thousands of dollars",1183789,1192150,1205904,1214207,1466140,1619109,1675259,1835884,1841684,2072206,2452203,2665963,2862431,2742357,2810625,2900473,2749993,2785571,2893825,2916244,3112267,3126256,2994824,3071880,3156113,3120981,3169795,3287196,3071808,3445845,3540335,3577623,3756750,3562922,3468309,3920877,3976104,3793086,4699116,5281163,4532034,5161754,5879848,6164094,6425945,6947872,5819723,5401436,5739522,5286152
 "36000","New York",2,SAINC45,280,"..."," Less: Production expenses","Thousands of dollars",839706,875624,912307,934161,1129518,1419161,1506934,1617656,1704156,1852157,2218124,2452547,2643872,2585157,2681184,2634840,2398294,2308051,2316255,2364153,2576882,2686891,2661014,2618253,2692467,2840637,2995943,2945875,3067546,3160059,3135846,3131821,3300731,3519651,3148939,3267245,3161001,3416358,3948746,4223871,4030414,4045786,4184221,4832690,4889331,5312212,5063064,4967862,4868477,5032244
 "36000","New York",2,SAINC45,290,"...","Equals: Realized net income","Thousands of dollars",344083,316526,293597,280046,336622,199948,168325,218228,137528,220049,234079,213416,218559,157200,129441,265633,351699,477520,577570,552091,535385,439365,333810,453627,463646,280344,173852,341321,4262,285786,404489,445802,456019,43271,319370,653632,815103,376728,750370,1057292,501620,1115968,1695627,1331404,1536614,1635660,756659,433574,871045,253908
 "36000","New York",2,SAINC45,300,"..."," Plus: Value of inventory change","Thousands of dollars",-11168,-7294,403,-40398,7974,76726,19567,-10634,-29509,8473,84712,62163,91300,80910,-43378,-29178,-39181,-43600,-56633,-164739,-8713,23529,-19137,-1010,-14147,58382,-52563,58968,-6164,-20943,-17060,-114895,32127,49964,43107,1870,-106921,85208,44689,17131,-95057,-3562,-87896,-55824,80733,-97053,-69927,-76719,-35984,-11512
 "36000","New York",2,SAINC45,310,"...","Equals: Net income including corporate farms","Thousands of dollars",332915,309232,294000,239648,344596,276674,187892,207594,108019,228522,318791,275579,309859,238110,86063,236455,312518,433920,520937,387352,526672,462894,314673,452617,449499,338726,121289,400289,-1902,264843,387429,330907,488146,93235,362477,655502,708182,461936,795059,1074423,406563,1112406,1607731,1275580,1617347,1538607,686732,356855,835061,242396
 "36000","New York",2,SAINC45,320,"..."," Less: Net income of corporate farms","Thousands of dollars",12212,10577,11998,13104,29862,14669,13761,12241,7509,20784,28575,6400,22933,8903,-5359,16723,27095,34894,44178,28859,62085,57819,34514,62720,49288,53716,13045,72527,-609,38444,43530,48136,78534,15757,69326,143558,128054,76474,153314,205088,59689,187456,303000,210020,198504,158805,17640,25971,64638,12426
 "36000","New York",2,SAINC45,330,"..."," Plus: Statistical adjustment","Thousands of dollars",9,7,7,7,7,3,0,-5,-2,4,3,-2,8,-9,2,6,5,7,2,3,-8,1,5,7,5,-5,-7,4,5,-3,4,-7,-7,-1,-1,5,4,2,-7,7,-6,0,-5,3,-3,4,3,0,-6,6
 "36000","New York",2,SAINC45,340,"...","Equals: Farm proprietors' income","Thousands of dollars",320712,298662,282009,226551,314741,262008,174131,195348,100508,207742,290219,269177,286934,229198,91424,219738,285428,399033,476761,358496,464579,405076,280164,389904,400216,285005,108237,327766,-1288,226396,343903,282764,409605,77477,293150,511949,580132,385464,641738,869342,346868,924950,1304726,1065563,1418840,1379806,669095,330884,770417,229976
 "36000","New York",2,SAINC45,350,"..."," Plus: Farm wages and salaries","Thousands of dollars",107460,109081,114419,113090,138944,161837,182664,179471,199487,194609,216055,228136,225946,260116,247443,243609,243762,224207,221913,251033,266538,313053,304363,295835,321388,313448,351194,366376,387327,391064,357207,415862,429573,540275,495207,491109,403456,450059,546053,501567,466913,463175,402742,602903,607198,651195,531935,610464,547332,563887
 "36000","New York",2,SAINC45,360,"..."," Plus: Farm supplements to wages and salaries","Thousands of dollars",11391,11867,13263,13323,16616,19864,22547,26173,31454,30811,32999,32771,29700,29005,31871,31001,31696,30882,32888,35730,45520,56666,62062,62909,71689,73328,78945,72673,69801,70498,67748,79454,91063,95447,87817,86519,77072,89407,127963,155327,134920,128253,119928,148665,163712,175504,160955,175885,182384,195123
 "36000","New York",2,SAINC45,370,"...","Equals: Farm earnings","Thousands of dollars",439563,419610,409691,352964,470301,443709,379342,400992,331449,433162,539273,530084,542580,518319,370738,494348,560886,654122,731562,645259,776637,774795,646589,748648,793293,671781,538376,766815,455840,687958,768858,778080,930241,713199,876174,1089577,1060660,924930,1315754,1526236,948701,1516378,1827396,1817131,2189750,2206505,1361985,1117233,1500133,988986
"Note: See the included footnote file."
"SAINC45: Farm Income and Expenses "
"Last updated: September 24, 2019-- new statistics for 2018; revised statistics for 2014-2017. "
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
